PolicyNumber,Premium,SumAssured,EscalationRate,EscalationCode,IssueAge,CurrentAge,BenefitEndAge,Gender,SmokerStatus,LivesType,PremiumEscalation,PremiumType,ContractType,BenefitType,ProductType,PolicyStatus,Duration,Commission,SubstandardPremium,STC,Currency
POL00363,4593.6,388334,0.002,,49,39,65,Male,Unknown,Joint,No,Mixed,Long Term,Main,Endowment,Unknown,10,0.136,471.24,Standard,INR
POL00364,2924.87,383273,0.023,,36,46,64,Unknown,Smoker,Single,No,Mixed,Short Term,Main,ULIP,Continuing,9,0.111,111.03,Special,INR
POL00365,3827.85,191402,0.042,B,55,29,67,,Non-Smoker,,,Mixed,Short Term,Rider,ULIP,Unknown,19,0.061,172.45,Standard,EUR
POL00366,4876.74,481600,0.05,C,57,22,73,Male,Smoker,,Yes,Mixed,Long Term,,Endowment,New,15,0.067,173.08,Special,INR
POL00367,3622.65,362219,0.006,A,33,36,76,Female,Unknown,Single,,Increasing,Undefined,Main,Term,New,14,0.119,342.49,Special,INR
POL00368,4033.2,375364,0.05,,58,24,63,Other,Non-Smoker,Joint,No,Increasing,Long Term,Main,Endowment,New,10,0.057,390.6,Standard,EUR
POL00369,1604.37,454229,0.015,B,26,47,63,,Smoker,Single,No,Increasing,Undefined,,Term,Unknown,26,0.075,159.87,Special,USD
POL00370,1663.74,420445,0.042,D,32,44,78,Other,Non-Smoker,Joint,,Mixed,Long Term,Main,Endowment,Unknown,29,0.144,185.71,Special,GBP
POL00371,3131.56,262810,0.012,B,43,49,72,Other,Non-Smoker,Single,,Increasing,Long Term,Rider,Endowment,Unknown,26,0.054,457.09,Special,EUR
POL00372,3908.58,477313,0.021,B,32,50,71,Female,Smoker,Joint,No,Level,Long Term,,ULIP,Unknown,22,0.111,94.2,Special,GBP
POL00373,1702.64,428631,0.01,D,32,33,69,Unknown,Non-Smoker,,,Mixed,Long Term,Rider,Whole Life,New,20,0.128,87.42,Error,INR
POL00374,1159.12,410617,0.017,D,20,999,65,Female,Non-Smoker,Joint,No,Level,Undefined,Main,Whole Life,New,15,0.122,458.88,Error,INR
POL00375,4968.58,313886,0.029,C,52,48,71,Unknown,Unknown,,No,Level,Short Term,Rider,Whole Life,New,4,0.116,378.44,Error,USD
POL00376,3865.92,359593,0.009,A,21,61,75,Other,Non-Smoker,Joint,No,Level,Undefined,Rider,Term,New,17,0.117,26.59,Error,GBP
POL00377,2525.88,423878,0.011,C,49,43,76,Unknown,Unknown,Joint,No,Mixed,Short Term,Rider,Whole Life,New,16,0.066,109.62,Error,EUR
POL00378,3853.61,128822,0.018,A,60,23,79,Female,Smoker,Single,,Increasing,Short Term,Main,Other,Continuing,24,0.142,217.71,Error,GBP
POL00379,4043.62,443515,0.022,,38,64,65,Male,Unknown,Single,Yes,Mixed,Short Term,Rider,Term,New,2,0.094,370.25,Special,USD
POL00380,4859.97,300849,0.038,A,39,55,70,Other,Smoker,,Yes,Increasing,Long Term,Rider,Term,New,9,0.113,453.27,Standard,GBP
POL00381,2475.67,408322,0.001,A,26,53,63,Other,Unknown,,No,Level,Undefined,Rider,ULIP,Terminated,8,0.1,286.45,Special,INR
POL00382,2982.41,379313,0.029,,49,33,66,Unknown,Unknown,Single,,Mixed,Long Term,,Whole Life,Unknown,30,0.141,325.46,Error,EUR
POL00383,1673.35,479376,0.03,B,43,37,77,Female,Smoker,,Yes,Increasing,Undefined,Rider,ULIP,New,-1,0.065,181.56,Standard,GBP
POL00384,3949.27,353429,0.002,B,58,35,66,,Non-Smoker,Single,Yes,Increasing,Short Term,Main,ULIP,Unknown,23,0.144,243.2,Standard,EUR
POL00385,4641.8,180683,0.011,B,29,56,64,,Smoker,Joint,Yes,Increasing,Short Term,Main,Endowment,Unknown,29,0.131,355.07,Special,INR
POL00386,3430.32,165596,0.049,D,20,42,60,Other,Unknown,Single,Yes,Increasing,Undefined,,Term,Terminated,25,0.092,36.22,Error,EUR
POL00387,2801.31,440422,0.018,,43,38,68,Unknown,Smoker,Single,No,Level,Long Term,Rider,Endowment,New,29,0.071,482.15,Special,GBP
POL00388,2001.65,107775,0.016,C,40,28,74,Female,Unknown,Single,,Level,Undefined,Rider,Endowment,Terminated,16,0.07,268.37,Standard,EUR
POL00389,2251.16,454972,0.047,D,60,40,79,Female,Unknown,Single,Yes,Level,Undefined,Rider,ULIP,Terminated,5,0.132,191.23,Standard,EUR
POL00390,2195.59,390813,0.044,,,48,60,Female,Non-Smoker,,Yes,Increasing,Long Term,,Term,Continuing,-1,0.114,215.2,Error,GBP
POL00391,3341.71,195558,0.036,A,37,54,60,,Non-Smoker,Joint,No,Mixed,Undefined,Main,ULIP,Terminated,10,0.137,110.39,Standard,INR
POL00392,1517.07,264505,0.03,,58,62,72,Unknown,Non-Smoker,Single,Yes,Mixed,Short Term,,Term,New,2,0.104,294.73,Error,INR
POL00393,3049.31,373178,0.046,D,49,60,78,Unknown,Unknown,Joint,No,Increasing,Long Term,Main,Whole Life,Terminated,7,0.054,81.02,Standard,GBP
POL00394,3876.31,297781,0.014,C,59,29,72,Female,Unknown,Joint,,Mixed,Undefined,,ULIP,New,3,0.141,469.04,Standard,INR
POL00395,2720.44,173250,0.005,D,23,63,79,Male,Non-Smoker,Joint,Yes,Mixed,Long Term,Rider,Endowment,Continuing,4,0.107,71.29,Error,GBP
POL00396,3402.94,385696,0.019,D,41,24,64,Unknown,Unknown,Single,Yes,Mixed,Undefined,Main,Other,Continuing,29,0.127,120.45,Error,INR
POL00397,3058.17,133768,0.013,C,52,51,72,Unknown,Unknown,,,Increasing,Short Term,Rider,Other,Continuing,14,0.072,293.28,Error,INR
POL00398,1876.46,227626,0.048,A,47,23,71,,Non-Smoker,Single,No,Increasing,Long Term,Rider,Whole Life,New,4,0.129,87.72,Error,GBP
POL00399,2775.42,132946,0.04,D,56,44,75,Unknown,Unknown,,Yes,Level,Long Term,Rider,Other,Unknown,2,0.131,111.92,Special,USD
POL00400,1538.3,440328,0.027,B,31,56,72,Other,Smoker,Joint,,Level,Long Term,Rider,Term,Unknown,9,0.113,114.07,Special,USD
POL00401,1083.73,493663,0.01,B,40,60,79,Unknown,Unknown,,No,Mixed,Long Term,Rider,Endowment,New,26,0.125,31.89,Special,INR
POL00402,1777.7,172883,0.043,D,25,45,60,Unknown,Unknown,Single,No,Level,Short Term,Main,Whole Life,Unknown,14,0.113,45.43,Error,USD
POL00403,4051.47,335629,0.011,A,32,39,72,Female,Non-Smoker,Single,,Increasing,Long Term,,Endowment,Terminated,21,0.115,403.65,Standard,EUR
POL00404,2346.1,244756,0.039,C,35,22,72,Unknown,Unknown,,No,Increasing,Long Term,,Endowment,Terminated,23,0.051,60.68,Standard,USD
POL00405,4778.72,457148,0.048,B,54,63,69,Male,Smoker,Single,Yes,Level,Undefined,,Endowment,Unknown,19,0.056,215.19,Standard,GBP
POL00406,1036.65,478281,0.007,C,24,62,71,Other,Unknown,,,Level,Undefined,,Endowment,New,2,0.085,147.36,Standard,USD
POL00407,4239.91,156142,0.019,,30,58,74,Male,Smoker,Joint,No,Level,Undefined,Rider,Other,Terminated,12,0.14,214.94,Error,USD
POL00408,3042.24,322250,0.014,B,42,22,72,,Non-Smoker,Joint,,Increasing,Undefined,Rider,Endowment,Continuing,14,0.099,282.57,Special,USD
POL00409,3684.94,415433,0.016,C,34,23,76,Female,Non-Smoker,,Yes,Mixed,Undefined,Rider,ULIP,New,19,0.093,319.83,Special,INR
POL00410,139011,277024,0.021,C,20,33,70,Male,Non-Smoker,Joint,Yes,Level,Undefined,Rider,Other,Unknown,6,0.094,136.91,Standard,INR
POL00411,4931.3,360526,0.036,B,53,42,76,Other,Unknown,Single,Yes,Increasing,Long Term,,ULIP,Continuing,6,0.135,335.46,Special,EUR
POL00412,3052.46,152449,0.007,C,59,28,70,,Smoker,,,Level,Short Term,Main,Term,Unknown,26,0.072,0.86,Standard,GBP
POL00413,3837.65,448759,0.028,D,50,26,61,Male,Non-Smoker,Joint,Yes,Increasing,Undefined,,Endowment,Terminated,15,0.088,256.05,Error,EUR
POL00414,4478.43,98606,0.011,D,38,28,69,Female,Non-Smoker,Single,No,Increasing,Undefined,Main,ULIP,Terminated,6,0.142,360.17,Special,EUR
POL00415,3110.92,80576,0.035,C,60,48,65,Female,Non-Smoker,,Yes,Mixed,Undefined,Rider,Other,Terminated,28,0.096,383.9,Error,INR
POL00416,2479.26,316827,0.048,D,23,28,61,,Non-Smoker,Joint,No,Mixed,Short Term,Rider,Other,Unknown,18,0.05,185.89,Error,USD
POL00417,4719.7,467777,0.027,,52,31,73,Other,Non-Smoker,Joint,,Level,Long Term,Rider,Endowment,Unknown,11,1.49,479.42,Special,EUR
POL00418,3232.36,313909,0.032,C,52,63,79,Other,Non-Smoker,Joint,Yes,Mixed,Short Term,,Other,Terminated,26,0.133,229.15,Error,EUR
POL00419,1508.38,90318,0.048,B,54,34,67,Male,Smoker,Joint,Yes,Increasing,Short Term,Rider,Term,Continuing,-1,0.056,399.71,Standard,USD
POL00420,2053.19,469925,0.03,D,32,999,76,Unknown,Unknown,Single,Yes,Mixed,Long Term,,Term,New,12,0.082,141.94,Special,GBP
POL00421,2191.63,437447,0.011,C,23,39,71,Other,Smoker,,Yes,Mixed,Long Term,Main,Term,Unknown,18,0.066,250.31,Standard,EUR
POL00422,1167.94,206360,0.046,C,56,25,64,Female,Unknown,Joint,Yes,Increasing,Long Term,Main,ULIP,Unknown,12,0.1,328.25,Error,EUR
POL00423,3046.18,369075,0.045,B,28,44,77,,Non-Smoker,Joint,Yes,Level,Short Term,Rider,ULIP,Continuing,6,0.128,60.22,Standard,GBP
POL00424,3500.2,319775,0.045,D,28,46,62,Unknown,Smoker,Single,Yes,Level,Undefined,,Term,Terminated,20,0.068,296.99,Standard,GBP
POL00425,1596.48,124060,0.046,,37,53,76,Female,Unknown,Joint,Yes,Increasing,Undefined,Rider,Endowment,Unknown,1,0.068,184.09,Special,USD
POL00426,3790.4,257130,0.018,D,50,45,71,,Non-Smoker,Joint,Yes,Mixed,Short Term,,Term,New,24,0.114,95.55,Standard,EUR
POL00427,2679.51,53624,0.023,C,20,54,79,,Non-Smoker,Single,,Level,Short Term,Rider,Endowment,Unknown,6,0.106,240.44,Error,GBP
POL00428,3581.8,461142,0.019,,38,29,80,,Unknown,Joint,,Mixed,Undefined,Main,Term,New,21,0.067,73.62,Special,USD
POL00429,4132.85,423843,0.014,A,44,36,79,Unknown,Smoker,Single,,Increasing,Short Term,Main,ULIP,Continuing,17,0.125,217.35,Standard,INR
POL00430,1345.94,183593,0.002,,,52,72,Unknown,Non-Smoker,Joint,Yes,Level,Undefined,Main,Whole Life,Terminated,18,0.053,196.04,Standard,GBP
POL00431,3420.75,358521,0.04,D,52,32,66,Other,Non-Smoker,,No,Level,Short Term,Main,ULIP,Continuing,1,0.053,153.87,Special,INR
POL00432,2075.83,345125,0.003,B,29,36,68,Unknown,Unknown,Joint,No,Level,Undefined,,Term,New,29,0.122,216.24,Special,GBP
POL00433,1526.56,140036,0.03,C,39,65,63,Male,Non-Smoker,Single,,Level,Undefined,Rider,Endowment,New,28,0.06,338.63,Standard,GBP
POL00434,1589.06,462237,0.043,D,22,58,75,Male,Unknown,,No,Increasing,Short Term,,Whole Life,Continuing,10,0.133,488.21,Special,USD
POL00435,4248.14,437508,0.004,A,39,53,80,Other,Smoker,Joint,,Increasing,Long Term,Main,Other,Continuing,26,0.063,456.7,Standard,USD
POL00436,1883.94,401359,0.03,A,31,35,80,Unknown,Non-Smoker,Joint,,Mixed,Long Term,,Whole Life,Continuing,20,0.15,144.82,Special,INR
POL00437,2624.1,414380,0.049,B,55,54,63,,Unknown,Single,No,Increasing,Short Term,Main,Endowment,Continuing,12,0.063,28.85,Special,EUR
POL00438,2639.38,401197,0.03,B,55,61,70,Male,Smoker,,,Level,Long Term,Rider,ULIP,Terminated,7,0.079,455.73,Special,INR
POL00439,2876.34,417046,0.013,C,43,55,73,Male,Smoker,,,Increasing,Undefined,Main,Endowment,Continuing,4,0.139,437.68,Special,GBP
POL00440,1983.57,209374,0.006,B,50,65,77,Male,Smoker,Single,,Increasing,Long Term,Main,Other,Terminated,15,0.117,19.39,Error,GBP
POL00441,2563.89,447319,0.027,,21,28,73,Female,Smoker,Joint,,Level,Long Term,Rider,ULIP,Terminated,24,0.083,160.02,Special,EUR
POL00442,4106.39,359341,0.011,C,23,42,61,Other,Non-Smoker,Joint,Yes,Mixed,Short Term,Rider,Whole Life,Terminated,17,0.138,139.02,Special,USD
POL00443,2059.45,227705,0.019,C,59,29,76,Unknown,Unknown,Joint,Yes,Mixed,Long Term,,Whole Life,Continuing,26,0.14,381.35,Error,GBP
POL00444,2503.81,112681,0.023,D,26,26,65,Unknown,Unknown,,,Increasing,Short Term,Main,Term,Terminated,4,0.148,385.52,Special,USD
POL00445,2676.6,312765,0.027,D,31,999,65,Other,Smoker,Joint,,Increasing,Long Term,Main,Whole Life,Unknown,20,0.06,80.89,Error,EUR
POL00446,1949.98,360323,0.022,A,32,26,64,Other,Smoker,,,Increasing,Undefined,Rider,Whole Life,Continuing,18,0.08,385.83,Standard,EUR
POL00447,1015.81,163252,0.032,C,31,57,66,Male,Unknown,Single,Yes,Level,Short Term,Main,Whole Life,Continuing,8,0.054,227.69,Error,EUR
POL00448,1957.39,343136,0.04,D,43,33,78,Unknown,Unknown,Joint,Yes,Mixed,Short Term,Rider,Other,New,11,0.073,377.22,Special,USD
POL00449,3497.07,100002,0.025,C,53,41,72,Male,Smoker,Joint,Yes,Increasing,Long Term,Main,Whole Life,Terminated,9,0.117,430.68,Special,EUR
POL00450,4131.35,377543,0.043,B,25,48,80,Other,Smoker,Joint,,Mixed,Short Term,Main,Endowment,Terminated,14,0.136,432.54,Special,INR
POL00451,1985.61,271392,0.022,D,42,62,79,Unknown,Unknown,,,Level,Short Term,Rider,ULIP,New,26,0.128,3.53,Error,INR
POL00452,1922.4,419189,0.046,B,42,62,80,Female,Smoker,Joint,,Level,Long Term,Rider,Term,Continuing,26,0.059,273.99,Standard,USD
POL00453,2711.91,77513,0.048,C,59,62,77,Male,Unknown,Joint,,Increasing,Undefined,Rider,ULIP,Continuing,20,0.056,218.3,Special,USD
POL00454,3175.34,414568,0.019,D,27,30,,,Non-Smoker,,No,Mixed,Undefined,Main,Term,Continuing,3,0.075,315.51,Special,USD
POL00455,2582.25,244517,0.05,C,32,63,60,Unknown,Smoker,,No,Increasing,Long Term,Rider,Term,Terminated,4,0.071,338.98,Special,USD
POL00456,3439.65,451822,0.033,A,32,21,72,Other,Non-Smoker,,Yes,Mixed,Long Term,,Whole Life,Terminated,10,0.102,177.49,Standard,INR
POL00457,1904.53,423724,0.028,B,41,57,60,Unknown,Unknown,,,Mixed,Undefined,,Whole Life,Unknown,22,0.146,42.91,Standard,EUR
POL00458,1641.96,178144,0.035,D,49,48,66,,Smoker,Single,Yes,Level,Short Term,Main,Other,Continuing,27,0.086,115.39,Standard,EUR
POL00459,4420.3,73525,0.014,C,22,54,75,Other,Unknown,Joint,,Increasing,Short Term,Rider,ULIP,Terminated,23,0.079,215.74,Standard,EUR
POL00460,4617.12,194671,0.019,C,34,21,,,Unknown,Single,Yes,Level,Short Term,Main,Term,Unknown,26,0.122,187.66,Standard,INR
POL00461,2532.46,284433,0.039,A,59,30,60,Male,Smoker,Joint,No,Level,Short Term,Main,Endowment,Terminated,28,0.11,261.87,Error,INR
POL00462,2305.2,376000,0.041,,59,39,66,Male,Smoker,,,Increasing,Undefined,,Other,Terminated,4,0.123,499.21,Error,EUR
POL00463,4872.18,272894,0.019,D,49,21,75,Other,Unknown,Joint,No,Mixed,Undefined,Rider,Term,Continuing,26,0.087,117.9,Special,EUR
POL00464,3892.37,412160,0.03,D,24,30,71,Other,Non-Smoker,Joint,No,Level,Long Term,Rider,Other,Continuing,14,0.083,355.12,Special,EUR
POL00465,2124.45,147883,0.022,C,24,26,72,Female,Smoker,,,Level,Long Term,,Endowment,New,8,0.051,128.36,Special,GBP
POL00466,1132.33,107587,0.042,,42,39,69,Other,Smoker,,No,Level,Short Term,Main,Whole Life,Continuing,24,0.063,119.66,Standard,INR
POL00467,2690.93,387375,0.033,B,42,61,61,Male,Unknown,Joint,Yes,Mixed,Long Term,Main,Other,Continuing,5,0.094,178.5,Error,EUR
POL00468,1838.58,252921,0.037,B,43,61,78,,Non-Smoker,Joint,No,Level,Long Term,,Term,New,8,0.131,483.79,Special,GBP
POL00469,2912.21,361385,0.009,A,29,23,68,Unknown,Smoker,Joint,,Mixed,Long Term,,Endowment,Terminated,15,0.054,259.65,Standard,EUR
POL00470,4699.42,95884,0.038,C,33,27,67,Female,Unknown,Single,,Increasing,Undefined,,Other,Continuing,3,0.093,79.56,Special,EUR
POL00471,2109.5,426654,0.045,,42,45,65,Female,Smoker,Joint,No,Level,Long Term,,Term,Unknown,27,0.078,322.41,Error,EUR
POL00472,1755.38,265992,0.002,D,24,27,66,,Smoker,,Yes,Level,Long Term,Rider,Endowment,New,24,0.1,170.71,Special,EUR
POL00473,2457.01,219987,0.048,,27,21,72,Other,Unknown,,,Increasing,Long Term,Main,Other,Unknown,1,0.119,241.3,Special,GBP
POL00474,4700.81,435961,0.034,D,46,52,65,Female,Non-Smoker,Single,No,Increasing,Undefined,,Whole Life,Unknown,14,0.109,387.07,Standard,GBP
POL00475,3524.05,471527,0.035,C,26,22,80,,Non-Smoker,Single,,Level,Short Term,,ULIP,New,20,0.084,404.42,Error,EUR
POL00476,3307.52,270342,0.018,D,48,52,69,Unknown,Unknown,,No,Increasing,Short Term,Rider,Other,Terminated,-1,0.051,95.32,Error,EUR
POL00477,2959.34,274370,0.018,B,58,28,65,Unknown,Smoker,,No,Level,Undefined,Rider,Term,New,2,0.125,226.51,Error,INR
POL00478,2262.68,109972,0.011,D,34,24,74,Other,Smoker,,Yes,Level,Short Term,Main,ULIP,Unknown,5,0.142,480.98,Standard,INR
POL00479,3747.89,195401,0.046,B,59,53,72,,Non-Smoker,,,Level,Short Term,,Whole Life,Unknown,6,0.116,407.52,Standard,GBP
POL00480,2975.08,73805,0.047,A,43,62,75,,Smoker,Joint,No,Level,Long Term,Main,Endowment,Unknown,15,0.106,17.53,Special,EUR
POL00481,4312.7,240729,0.001,B,35,35,67,Male,Unknown,Joint,,Level,Long Term,Rider,Whole Life,Continuing,21,0.075,438.66,Standard,USD
POL00482,1545.04,489722,0.005,B,59,54,69,Other,Smoker,Joint,,Increasing,Long Term,Rider,ULIP,Unknown,17,0.133,232.02,Error,INR
POL00483,2793.6,479096,0.01,A,34,999,72,Male,Non-Smoker,Joint,Yes,Increasing,Long Term,,Term,Unknown,12,0.139,457.54,Error,INR
POL00484,2235.79,59684,0.045,,48,41,78,Male,Non-Smoker,Single,,Mixed,Short Term,Main,Whole Life,Unknown,1,0.068,371.95,Special,GBP
POL00485,3765.39,87619,0.036,B,36,41,,Male,Smoker,Joint,Yes,Increasing,Undefined,Rider,Whole Life,New,-1,0.087,263.85,Error,INR
POL00486,4344.73,159786,0.027,A,20,46,65,Male,Unknown,,Yes,Mixed,Undefined,Rider,Endowment,Unknown,23,0.099,103.16,Standard,EUR
POL00487,3919.47,171411,0.044,C,22,52,63,Male,Unknown,Joint,No,Level,Short Term,Rider,ULIP,New,15,0.071,262.41,Special,INR
POL00488,1580.11,168566,0.001,,23,59,72,Unknown,Unknown,Joint,Yes,Level,Short Term,Main,Other,Continuing,6,0.107,41.69,Standard,USD
POL00489,1945.35,470228,0.001,A,44,34,68,Unknown,Smoker,Joint,,Level,Undefined,,Endowment,Unknown,28,0.072,299.28,Standard,INR
POL00490,3768.81,230379,0.032,,56,46,79,Other,Non-Smoker,Single,,Mixed,Long Term,Rider,Term,Continuing,-1,0.055,23.37,Error,EUR
POL00491,4596.84,204702,0.01,A,34,27,62,Other,Smoker,,,Increasing,Short Term,Rider,Whole Life,Continuing,14,0.138,396.93,Standard,GBP
POL00492,217872.5,279998,0.001,,47,65,63,Female,Non-Smoker,,,Increasing,Undefined,Main,Endowment,Continuing,7,0.118,186.66,Standard,INR
POL00493,2741.74,66109,0.032,D,,41,76,,Non-Smoker,,No,Mixed,Short Term,Main,Endowment,Unknown,9,0.135,481.74,Standard,INR
POL00494,3027.42,195701,0.036,A,45,65,80,Male,Non-Smoker,Joint,,Mixed,Short Term,Rider,Other,New,22,0.107,406.83,Special,GBP
POL00495,2612.54,280840,0.038,B,43,24,72,,Non-Smoker,Single,No,Increasing,Undefined,Rider,ULIP,Unknown,11,0.102,197.71,Special,GBP
POL00496,1687.94,399978,0.045,D,34,33,72,Other,Unknown,Single,,Mixed,Long Term,,Endowment,Continuing,8,0.137,181.92,Error,GBP
POL00497,4825.08,317362,0.029,,53,27,75,Unknown,Non-Smoker,Single,No,Level,Undefined,,Endowment,New,18,0.117,478.06,Special,GBP
POL00498,4171.48,459645,0.024,A,34,39,65,,Non-Smoker,Joint,Yes,Level,Undefined,Rider,Endowment,New,28,0.091,415.94,Error,INR
POL00499,1855.42,109489,0.05,A,21,41,63,Male,Unknown,,No,Level,Long Term,,ULIP,New,2,0.112,297.4,Special,INR
POL00500,4405.09,155211,0.033,D,25,60,68,Other,Non-Smoker,Joint,,Level,Undefined,Rider,Other,Terminated,30,0.136,156.56,Special,USD
POL00501,4340.13,271755,0.002,D,24,54,76,Unknown,Non-Smoker,,,Level,Short Term,,Whole Life,Unknown,25,0.059,90.83,Standard,USD
POL00502,3191.49,393119,0.048,D,31,45,71,Female,Unknown,,No,Increasing,Long Term,Main,Other,Unknown,5,0.104,254.6,Error,INR
POL00503,2444.8,54380,0.037,D,27,54,71,Other,Unknown,Joint,No,Mixed,Short Term,Rider,ULIP,Continuing,1,0.14,44.85,Standard,USD
POL00504,3535.95,260179,0.01,A,53,53,67,Female,Non-Smoker,,Yes,Increasing,Short Term,Rider,Endowment,New,5,0.12,82.32,Error,EUR
POL00505,1253.24,360879,0.014,A,43,51,80,Male,Unknown,Joint,No,Mixed,Long Term,Rider,Term,Terminated,23,0.147,426.73,Special,EUR
POL00506,1426.68,98714,0.03,D,48,32,68,,Smoker,,,Increasing,Short Term,,Other,Continuing,27,0.104,469.89,Error,USD
POL00507,3551.19,419158,0.036,,46,23,76,Unknown,Smoker,Joint,,Level,Short Term,Rider,Endowment,Terminated,18,0.096,454.52,Special,INR
POL00508,4725.38,80116,0.046,C,33,30,79,Female,Unknown,Joint,Yes,Level,Short Term,Main,Other,New,22,0.068,390.24,Standard,GBP
POL00509,3847.05,192330,0.035,D,25,26,75,Male,Smoker,Joint,No,Increasing,Long Term,Main,Whole Life,Terminated,2,0.056,420.12,Error,USD
POL00510,3173.22,121030,0.037,A,21,55,62,Male,Non-Smoker,Single,Yes,Increasing,Undefined,Main,Other,Unknown,12,0.127,475.69,Special,INR
POL00511,1787.99,147770,0.004,C,37,61,72,,Smoker,Single,Yes,Increasing,Undefined,Rider,Other,Unknown,26,0.104,468.62,Special,USD
POL00512,4374.77,130951,0.029,D,41,22,71,,Smoker,Joint,No,Mixed,Long Term,Main,Endowment,Unknown,13,0.69,275.71,Standard,INR
POL00513,1024.8,380570,0.016,B,37,41,79,Female,Smoker,,,Increasing,Long Term,,Whole Life,Unknown,10,0.124,309.28,Special,GBP
POL00514,4854.77,483426,0.01,,44,43,74,Male,Non-Smoker,Joint,,Level,Undefined,Main,Term,Terminated,17,0.112,301.87,Special,USD
POL00515,4763.77,431349,0.036,C,30,65,66,Male,Smoker,Joint,Yes,Level,Undefined,Main,ULIP,Continuing,4,0.125,374.09,Error,GBP
POL00516,1445.37,142034,0.005,B,58,29,,,Smoker,,No,Level,Short Term,Rider,Whole Life,Continuing,15,0.099,280.78,Special,GBP
POL00517,3513.85,139470,0.013,,60,29,65,Male,Non-Smoker,Joint,,Level,Long Term,,Whole Life,Continuing,5,0.132,280.23,Special,INR
POL00518,1518.53,167119,0.013,C,58,41,60,Unknown,Non-Smoker,,,Level,Undefined,Main,ULIP,Terminated,7,0.135,473.47,Special,GBP
POL00519,4319.68,382472,0.018,D,28,65,80,,Smoker,,,Mixed,Short Term,,Whole Life,Terminated,5,0.132,499.88,Standard,USD
POL00520,4143.45,474536,0.041,C,29,62,61,Unknown,Smoker,Single,No,Increasing,Long Term,Main,Whole Life,New,3,0.109,427.18,Special,INR
POL00521,4314.6,388421,0.013,B,49,30,60,Male,Smoker,Single,Yes,Mixed,Undefined,Rider,Other,Unknown,18,0.121,74.9,Standard,INR
POL00522,4273.82,111918,0.035,C,47,28,74,Other,Non-Smoker,,Yes,Increasing,Undefined,Main,ULIP,New,8,0.139,310.94,Error,USD
POL00523,1278.85,283336,0.046,D,38,63,80,,Non-Smoker,,Yes,Level,Long Term,Rider,Whole Life,Continuing,15,0.129,66.89,Special,USD
POL00524,1452.34,313521,0.044,D,58,33,64,Other,Smoker,Single,Yes,Mixed,Long Term,Main,Whole Life,Continuing,-1,0.094,496.09,Special,USD
POL00525,2886.32,141223,0.025,B,28,39,67,Unknown,Non-Smoker,Joint,,Increasing,Long Term,,Term,Unknown,15,0.075,54.58,Error,GBP
POL00526,2816.99,72552,0.011,C,22,41,61,Unknown,Non-Smoker,Single,,Increasing,Undefined,Rider,Other,Unknown,14,0.123,476.18,Special,GBP
POL00527,3132.56,55798,0.007,,48,47,,Female,Smoker,Single,Yes,Level,Short Term,Rider,Other,New,3,0.111,320.51,Special,GBP
POL00528,4036.97,81190,0.009,B,33,40,72,Female,Non-Smoker,,No,Level,Undefined,,Endowment,Terminated,16,0.084,492.59,Error,GBP
POL00529,3308.77,445819,0.045,A,26,43,65,Female,Unknown,,No,Increasing,Long Term,,Other,Continuing,17,0.102,8.65,Standard,EUR
POL00530,3564.59,70569,0.039,C,20,45,69,Unknown,Unknown,,,Level,Long Term,,Other,New,15,0.096,142.76,Error,GBP
POL00531,3331.54,116667,0.007,A,48,43,70,Other,Non-Smoker,Single,,Level,Undefined,Rider,Other,New,11,0.119,330.88,Error,GBP
POL00532,2445.83,299827,0.036,A,40,49,69,Other,Non-Smoker,Single,No,Mixed,Long Term,Main,Other,Unknown,8,0.146,382.1,Standard,EUR
POL00533,3951.56,456055,0.013,C,21,21,75,Unknown,Unknown,,No,Mixed,Undefined,,Term,Continuing,9,0.109,430.24,Error,GBP
POL00534,1611.28,206791,0.008,D,50,31,79,Other,Unknown,Single,Yes,Mixed,Short Term,,Term,Unknown,11,0.136,394.04,Error,USD
POL00535,2446.44,364229,0.015,,32,59,77,Unknown,Non-Smoker,Joint,Yes,Increasing,Long Term,Main,Other,Terminated,-1,0.128,465.16,Error,EUR
POL00536,4868.68,295456,0.035,A,51,29,64,Female,Non-Smoker,,,Increasing,Undefined,Main,ULIP,Unknown,17,0.1,54.41,Standard,INR
POL00537,4019.99,233501,0.014,C,56,21,69,Other,Unknown,Single,Yes,Mixed,Undefined,,Whole Life,Continuing,1,0.148,276.14,Error,INR
POL00538,1028.9,301990,0.003,A,51,51,71,Male,Non-Smoker,,Yes,Mixed,Undefined,,Endowment,Terminated,7,0.119,362.9,Standard,USD
POL00539,4464.61,189375,0.042,B,49,60,74,,Smoker,,,Level,Undefined,Rider,Endowment,Continuing,5,0.061,206.5,Special,USD
POL00540,1447.13,385714,0.019,C,41,58,,Unknown,Smoker,,,Increasing,Long Term,Main,Whole Life,New,15,0.111,76.79,Error,EUR
POL00541,4327.95,333856,0.041,A,23,35,78,Female,Non-Smoker,Joint,,Level,Long Term,,Whole Life,New,11,0.05,357.4,Special,INR
POL00542,4043.49,187898,0.004,,23,54,67,Other,Non-Smoker,,No,Increasing,Long Term,Main,Other,Unknown,30,0.108,338.02,Special,GBP
POL00543,2837.46,165265,0,B,52,58,77,Unknown,Unknown,,No,Increasing,Long Term,Rider,ULIP,Terminated,2,0.073,193.32,Error,USD
